index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,base_qw,base_qx,base_qy,base_qz
233,4660.004,1787268345666.925,169426944.222,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
234,4680.000,1787268345686.921,169426964.219,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
235,4699.991,1787268345706.912,169426984.209,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
236,4719.998,1787268345726.919,169427004.216,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
237,4740.124,1787268345747.046,169427024.343,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
238,4760.000,1787268345766.921,169427044.218,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
239,4779.996,1787268345786.917,169427064.214,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
240,4800.001,1787268345806.922,169427084.219,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
241,4819.998,1787268345826.919,169427104.216,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
242,4839.991,1787268345846.912,169427124.210,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
243,4860.008,1787268345866.929,169427144.226,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
244,4879.994,1787268345886.915,169427164.213,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
245,4899.998,1787268345906.919,169427184.216,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
246,4919.990,1787268345926.911,169427204.209,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
247,4940.002,1787268345946.923,169427224.220,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
248,4960.003,1787268345966.924,169427244.221,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
249,4980.003,1787268345986.924,169427264.221,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
250,4999.999,1787268346006.920,169427284.218,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
251,5020.057,1787268346026.978,169427304.276,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
252,5040.001,1787268346046.922,169427324.219,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
253,5059.992,1787268346066.913,169427344.210,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
254,5079.992,1787268346086.914,169427364.211,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
255,5099.995,1787268346106.916,169427384.213,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
256,5119.993,1787268346126.914,169427404.211,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
257,5140.001,1787268346146.922,169427424.220,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
258,5159.998,1787268346166.918,169427444.216,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
259,5179.998,1787268346186.918,169427464.216,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
260,5200.000,1787268346206.921,169427484.218,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000
